req_freq_per_min,failed_login_count,unique_dest_ports,unique_usernames,bytes_transferred_kb,http_err_ratio,hour_of_day,label
3.0,0.0,1.0,1.0,34.802086727778644,0.0013501369163622379,19.0,1
3.0,1.0,1.0,1.0,12.269957669041226,0.01408049749141574,16.0,1
5.0,0.0,2.0,1.0,23.086322024195383,0.031774872611811916,12.0,1
6.0,0.0,3.0,1.0,8.37084420163168,0.029258995753439994,16.0,1
5.0,0.0,1.0,1.0,5.700587550002112,0.040841365353372,18.0,1
3.0,1.0,1.0,1.0,10.822062312174284,0.001957176301368752,18.0,1
5.0,0.0,1.0,1.0,19.669136322854317,0.012219111833878598,10.0,1
3.0,0.0,2.0,1.0,22.397391292071575,0.005053048688882938,17.0,1
3.0,0.0,3.0,1.0,18.264796261929984,0.28235684604482114,8.0,1
6.0,0.0,3.0,1.0,89.55005322189619,0.00017863732650848303,9.0,1
5.0,0.0,1.0,1.0,24.494118207312304,0.031587294817538296,18.0,1
6.0,0.0,1.0,1.0,54.624162180686305,0.017809845222393057,19.0,1
2.0,0.0,1.0,1.0,3.5097496618889537,0.0003191333156996862,18.0,1
4.0,0.0,1.0,1.0,2.2667407002445636,0.14277570313795562,15.0,1
7.0,0.0,4.0,1.0,8.450126372209127,0.07125428770921673,11.0,1
6.0,0.0,1.0,1.0,3.937287684814977,0.020240817940524583,13.0,1
5.0,0.0,2.0,1.0,15.925412582780728,0.02088535475195945,19.0,1
4.0,0.0,1.0,1.0,15.636980713435273,0.15808971469993974,8.0,1
3.0,0.0,2.0,1.0,18.11554192169119,0.09834525955336935,14.0,1
3.0,0.0,2.0,1.0,28.347715673702822,0.11604372013793927,9.0,1
7.0,1.0,3.0,1.0,72.03787085295255,8.988213661804366e-05,7.0,1
7.0,0.0,4.0,1.0,43.11713814316357,0.07592706240967655,19.0,1
6.0,1.0,2.0,1.0,3.519593621657452,0.07869277742919174,14.0,1
6.0,1.0,3.0,1.0,9.265319783441814,0.000287804718629854,17.0,1
7.0,0.0,2.0,1.0,6.909528057528793,0.026472927534253045,17.0,1
8.0,1.0,1.0,1.0,4.891543608458679,0.002098890739492842,15.0,1
6.0,0.0,3.0,1.0,16.737067521556938,0.5193650801942187,14.0,1
3.0,0.0,3.0,1.0,17.115767256093275,0.10792010084570887,7.0,1
7.0,0.0,1.0,1.0,6.155860097356689,0.5716972593990216,18.0,1
5.0,0.0,1.0,1.0,25.888761854098775,0.30778475612288275,13.0,1
5.0,0.0,4.0,1.0,27.40371390381423,0.0001013089192840367,13.0,1
7.0,0.0,3.0,1.0,1.424064047486592,0.0011999105754927776,10.0,1
4.0,0.0,2.0,1.0,11.075600174199284,0.02742949085683273,19.0,1
9.0,0.0,3.0,1.0,45.171085752373145,0.06714900251079012,19.0,1
4.0,0.0,3.0,1.0,15.692663252916509,0.02849020912143458,19.0,1
5.0,0.0,2.0,1.0,9.542800464870426,0.057379811276304746,18.0,1
2.0,0.0,2.0,1.0,6.851913196699367,0.16439246984818942,14.0,1
6.0,1.0,2.0,1.0,6.577209149176113,0.05579014297166513,11.0,1
3.0,0.0,2.0,1.0,3.1020561740269192,0.10203795822377212,19.0,1
6.0,0.0,1.0,1.0,34.99014309972099,0.012708364086161768,18.0,1
2.0,1.0,4.0,1.0,2.81288456480333,0.1719862351920392,10.0,1
3.0,0.0,4.0,1.0,7.914552158866276,0.05363399990514675,19.0,1
5.0,0.0,1.0,1.0,1.935035372093397,0.07846861831986723,11.0,1
3.0,0.0,3.0,1.0,31.409005348988494,0.3025563235145573,17.0,1
4.0,0.0,1.0,1.0,1.8015221683075457,0.14694873793900118,8.0,1
5.0,1.0,2.0,1.0,8.372090785079958,0.30809888238035626,10.0,1
6.0,0.0,4.0,1.0,18.03335850858618,0.0026545388284908637,16.0,1
3.0,0.0,4.0,1.0,11.537791223599344,0.0284781747461743,14.0,1
3.0,0.0,4.0,1.0,7.633266244085656,0.011372979857883016,13.0,1
4.0,0.0,2.0,1.0,7.436888953884031,0.03867246040643465,18.0,1
5.0,0.0,3.0,1.0,32.96900061889649,0.27061736325845126,14.0,1
4.0,1.0,1.0,1.0,73.97633198034649,0.06385425027017687,13.0,1
2.0,1.0,1.0,1.0,9.55547421050821,0.3006430918877369,13.0,1
6.0,0.0,2.0,1.0,1.7986460084967777,0.007757401053953968,17.0,1
6.0,0.0,2.0,1.0,1.7450212642674796,0.047774417590231995,13.0,1
8.0,0.0,3.0,1.0,29.476885562147046,0.05875375151655098,8.0,1
1.0,0.0,2.0,1.0,17.075757642774523,0.008201693634364118,9.0,1
6.0,0.0,2.0,1.0,31.611856039632137,0.06710451831366104,7.0,1
2.0,0.0,1.0,1.0,24.913282364330527,0.12425113944284731,8.0,1
5.0,1.0,1.0,1.0,48.61230555053256,0.060897386406730196,16.0,1
2.0,0.0,2.0,1.0,44.400334211459864,0.0032784411067090895,12.0,1
6.0,0.0,2.0,1.0,32.05429033935192,0.1851762880680851,8.0,1
4.0,0.0,2.0,1.0,13.894347723161545,0.03308492152625745,7.0,1
3.0,0.0,2.0,1.0,8.367040199968363,0.8255694567939548,14.0,1
5.0,0.0,3.0,1.0,15.146008840063667,0.027884770741547323,15.0,1
6.0,0.0,5.0,1.0,14.945980041901418,0.24491298946163512,13.0,1
3.0,0.0,3.0,1.0,19.84630650372092,0.0013277945870622128,9.0,1
4.0,0.0,1.0,1.0,5.118295646095942,0.31455109738277215,7.0,1
8.0,0.0,6.0,1.0,22.32018465928022,0.03646906881657076,10.0,1
4.0,0.0,1.0,1.0,13.198225655498998,0.026693113845379455,19.0,1
10.0,0.0,1.0,1.0,20.362464060293682,0.25721968725235805,16.0,1
4.0,0.0,1.0,1.0,6.478340219930659,0.10254188678243463,17.0,1
5.0,0.0,1.0,1.0,12.397182732847085,3.154122613139749e-05,9.0,1
10.0,1.0,3.0,1.0,5.7195413560345045,0.003026715512405578,17.0,1
3.0,0.0,3.0,1.0,42.63771560907114,0.04121217022474379,9.0,1
4.0,0.0,3.0,1.0,14.387091458672316,0.18027527169616187,8.0,1
7.0,1.0,2.0,1.0,6.097365400230896,0.030985795679424596,17.0,1
5.0,0.0,2.0,1.0,1.8416369172779363,0.004941351405644216,16.0,1
10.0,0.0,3.0,1.0,23.52410995467368,0.022442825359304454,9.0,1
4.0,0.0,2.0,1.0,5.832381398914314,0.03601181345293629,17.0,1
2.0,0.0,1.0,1.0,92.28477320138673,0.00038279736917830526,11.0,1
3.0,1.0,1.0,1.0,16.25853751945508,0.011337182138513867,10.0,1
5.0,0.0,2.0,1.0,7.8210099124149615,0.1627713007803019,7.0,1
8.0,0.0,2.0,1.0,22.440036207712755,0.008831152871075226,7.0,1
4.0,0.0,1.0,1.0,7.437740256367574,0.006244206473034574,7.0,1
3.0,0.0,2.0,1.0,35.32646890788137,4.162913107949e-05,18.0,1
8.0,0.0,1.0,1.0,8.370209912354245,0.17623696061541916,16.0,1
6.0,0.0,1.0,1.0,89.87418138858969,0.07037726061757824,15.0,1
8.0,0.0,3.0,1.0,19.5847225341267,0.024147129039573546,15.0,1
3.0,0.0,1.0,1.0,38.210766422147735,0.0915522183903054,15.0,1
3.0,1.0,2.0,1.0,2.512053425660641,0.3870433416221101,16.0,1
5.0,0.0,4.0,1.0,9.56340103306781,0.235259341942218,10.0,1
11.0,0.0,3.0,1.0,27.749100052059905,0.002513005544547585,10.0,1
7.0,0.0,3.0,1.0,22.287638826786672,0.005544379014730323,16.0,1
4.0,1.0,1.0,1.0,5.319464429476587,0.16925217563840075,13.0,1
3.0,0.0,2.0,1.0,9.807434240446739,0.021293360736569927,19.0,1
8.0,0.0,4.0,1.0,7.115384124636107,0.0008991869231398922,9.0,1
8.0,0.0,1.0,1.0,20.005751094268913,0.004461847939249027,16.0,1
3.0,1.0,1.0,1.0,9.449221377045717,0.08327370966663705,9.0,1
3.0,0.0,4.0,1.0,8.393879122506444,0.4073798787935523,10.0,1
6.0,0.0,4.0,1.0,5.648176343577456,0.008208525638612511,17.0,1
2.0,0.0,4.0,1.0,11.519703050030254,0.08332709100597126,12.0,1
7.0,1.0,3.0,1.0,5.3507506438025185,0.0005905568317467761,7.0,1
5.0,0.0,4.0,1.0,66.70543466571173,0.004133320572445085,17.0,1
5.0,1.0,2.0,1.0,4.356585063189236,0.040555185141125126,9.0,1
6.0,1.0,1.0,1.0,49.90711558257175,0.006280115071453958,18.0,1
1.0,0.0,3.0,1.0,12.188874490264016,0.2167292568654908,11.0,1
10.0,0.0,1.0,1.0,10.491995235970101,0.011152868783493227,17.0,1
2.0,0.0,4.0,1.0,6.261605238175944,0.046496371469739554,10.0,1
5.0,1.0,1.0,1.0,21.19864448445616,0.24429074995347008,14.0,1
4.0,0.0,2.0,1.0,24.13720569490407,6.397683411618442e-05,15.0,1
5.0,1.0,1.0,1.0,13.606113054492798,0.012606508677455174,14.0,1
4.0,0.0,1.0,1.0,2.1463733835813845,0.03295979360572291,17.0,1
5.0,0.0,1.0,1.0,51.145536296357456,0.022469511901425467,17.0,1
6.0,0.0,1.0,1.0,79.57233127986274,0.1854835918556295,15.0,1
1.0,0.0,2.0,1.0,12.279022973328042,0.1456123329523857,14.0,1
3.0,1.0,3.0,1.0,20.020791161986867,0.07791583033922843,16.0,1
2.0,0.0,3.0,1.0,12.967602100337126,0.002760465607694149,19.0,1
5.0,0.0,4.0,1.0,8.768610014528214,0.0006303581742132628,7.0,1
4.0,0.0,1.0,1.0,2.6094298370191815,0.12631979735936474,13.0,1
7.0,0.0,4.0,1.0,13.178610885686217,0.05594462103032407,15.0,1
7.0,0.0,3.0,1.0,35.11727548714622,0.005478024614251953,7.0,1
2.0,0.0,5.0,1.0,1.3435632904628514,0.0078269417553469,16.0,1
6.0,1.0,5.0,1.0,18.45062989819165,0.0639893004711692,7.0,1
7.0,0.0,2.0,1.0,43.534371290588275,0.013603846525536189,16.0,1
2.0,0.0,1.0,1.0,5.906490558210368,0.004407744306635867,19.0,1
7.0,0.0,2.0,1.0,5.0485881809188875,0.13207488544765106,8.0,1
5.0,0.0,2.0,1.0,30.592473145178392,0.09004175049085192,19.0,1
7.0,0.0,2.0,1.0,6.889741645161108,0.003798341586614102,11.0,1
6.0,0.0,2.0,1.0,5.263474996196289,0.03515731486942605,19.0,1
5.0,0.0,2.0,1.0,10.4959580869852,0.03376082511065385,18.0,1
6.0,0.0,1.0,1.0,10.968128323037583,0.29768084510039816,14.0,1
5.0,0.0,2.0,1.0,42.44551562615915,0.041758620438627894,19.0,1
4.0,0.0,1.0,1.0,20.26992532118054,0.29372512649334537,14.0,1
7.0,1.0,2.0,1.0,11.416221468149164,0.20676175722546453,16.0,1
1.0,0.0,2.0,1.0,16.28805065994617,0.060824029277110864,10.0,1
8.0,0.0,1.0,1.0,62.56716741374651,0.002372952392960482,13.0,1
4.0,0.0,2.0,1.0,3.4030470291150445,0.3452642172889203,13.0,1
5.0,0.0,3.0,1.0,5.656695238387043,0.062090019598583825,15.0,1
3.0,1.0,2.0,1.0,66.68360296264385,0.019568519615747387,15.0,1
7.0,0.0,1.0,1.0,64.08276921715061,0.23405968921785084,9.0,1
2.0,0.0,1.0,1.0,4.900001927988669,0.012552422558480237,19.0,1
5.0,0.0,2.0,1.0,4.135621792733145,0.053836918373119734,17.0,1
10.0,0.0,1.0,1.0,11.93199698148771,0.00912480644016037,14.0,1
7.0,0.0,3.0,1.0,2.019936082438863,0.057424814498216514,11.0,1
7.0,0.0,3.0,1.0,22.278625689427834,7.218671559003027e-05,11.0,1
10.0,0.0,1.0,1.0,2.6132718102991355,0.04963467810827179,14.0,1
1.0,0.0,2.0,1.0,2.1956291233637883,0.01254507989102155,12.0,1
5.0,0.0,2.0,1.0,14.279028542849101,0.03546416694465989,16.0,1
3.0,0.0,3.0,1.0,64.30036856434475,0.12731722772224055,16.0,1
8.0,0.0,1.0,1.0,12.130269862850122,0.289249580894415,7.0,1
7.0,0.0,2.0,1.0,9.816079458076159,0.24549186467445766,10.0,1
3.0,0.0,3.0,1.0,124.86393435929072,0.24708160502433563,15.0,1
1.0,0.0,1.0,1.0,16.18441324284737,0.00402558360466953,11.0,1
5.0,1.0,2.0,1.0,10.407799097685478,0.0008278683448659191,10.0,1
3.0,0.0,3.0,1.0,10.750673763123878,0.027017116068508932,17.0,1
6.0,1.0,2.0,1.0,5.337253746860659,0.05565167904689105,19.0,1
3.0,0.0,4.0,1.0,15.357941251152656,0.0714012165051691,16.0,1
4.0,0.0,1.0,1.0,12.555519800609806,0.011476117066689056,7.0,1
5.0,1.0,4.0,1.0,7.316015715395248,0.02250157915121436,15.0,1
8.0,0.0,1.0,1.0,4.4999310834509085,0.06047839323655889,14.0,1
7.0,1.0,2.0,1.0,8.457215140028111,0.012913977915448936,9.0,1
5.0,0.0,1.0,1.0,15.213328105762379,0.0017821796223263643,15.0,1
4.0,0.0,1.0,1.0,2.2020771847881684,0.1373217622164981,7.0,1
6.0,0.0,2.0,1.0,4.338667969087025,0.004028619923166201,10.0,1
8.0,1.0,1.0,1.0,59.998843327495,0.0005580129717270765,11.0,1
4.0,1.0,2.0,1.0,16.655108392767364,0.020158685335240498,10.0,1
3.0,0.0,3.0,1.0,2.311032494489126,0.001857482497648178,10.0,1
2.0,0.0,1.0,1.0,24.623868628894826,0.02226236269298376,15.0,1
3.0,0.0,4.0,1.0,2.2759038445188517,0.011957353456668927,11.0,1
9.0,1.0,2.0,1.0,27.855061980386132,0.17971773466209337,7.0,1
5.0,0.0,1.0,1.0,28.72290518232509,0.0019406807403865751,13.0,1
4.0,0.0,3.0,1.0,22.058193478652825,0.016701857844998596,12.0,1
7.0,0.0,2.0,1.0,27.350636321365503,0.43321702236589255,15.0,1
8.0,0.0,3.0,1.0,2.8415553758535674,0.16941179079401297,10.0,1
4.0,0.0,2.0,1.0,26.94959938350079,0.02425057104973481,16.0,1
4.0,1.0,3.0,1.0,3.939589880648905,0.039876189990003356,12.0,1
8.0,0.0,3.0,1.0,9.29534197392308,0.012631995450389696,16.0,1
5.0,1.0,2.0,1.0,58.20489463397203,0.09098128656901518,13.0,1
5.0,0.0,2.0,1.0,14.978294725957443,0.02459619688283595,10.0,1
6.0,0.0,2.0,1.0,69.48508239156199,0.055170491315726475,18.0,1
7.0,0.0,2.0,1.0,2.8625453772880007,0.001767892155555012,15.0,1
2.0,0.0,1.0,1.0,13.98477251067057,0.2223039383792132,19.0,1
1.0,1.0,1.0,1.0,2.2886866972095703,0.2661271026878185,7.0,1
7.0,0.0,2.0,1.0,20.896414232582494,0.15683506801736727,7.0,1
5.0,0.0,2.0,1.0,2.639543246819013,0.21688385208353203,9.0,1
4.0,0.0,3.0,1.0,4.856356266327288,0.25090961595432465,15.0,1
4.0,0.0,4.0,1.0,6.990513572936074,0.0016152972668480225,11.0,1
3.0,1.0,1.0,1.0,28.625646978422594,0.02651275494823384,7.0,1
8.0,0.0,3.0,1.0,4.581627090108824,0.09987542987172775,18.0,1
7.0,0.0,2.0,1.0,38.49830728498746,0.051461394704924765,11.0,1
1.0,0.0,3.0,1.0,3.8290580179088227,0.026929212682661515,12.0,1
2.0,0.0,2.0,1.0,1.7176104966289527,0.05454089174788833,10.0,1
4.0,0.0,2.0,1.0,11.05203792893054,0.18210469542922283,13.0,1
6.0,0.0,4.0,1.0,78.68975408002846,0.06201852257485209,17.0,1
4.0,0.0,1.0,1.0,3.338368316204945,0.0017846814220135727,9.0,1
6.0,0.0,1.0,1.0,3.1454344623619783,0.1708853317745715,11.0,1
8.0,1.0,2.0,1.0,28.819426485275844,0.1757548206399621,12.0,1
7.0,0.0,2.0,1.0,8.484029780197714,0.043937173795376754,13.0,1
5.0,0.0,1.0,1.0,26.26607981330432,6.58261896346663e-05,16.0,1
2.0,1.0,1.0,1.0,5.463135764120424,0.030338785684956647,8.0,1
1.0,0.0,2.0,1.0,13.326389418025078,0.00040838622287781094,11.0,1
7.0,2.0,3.0,1.0,7.16558498114414,0.0041016032521369455,19.0,1
4.0,1.0,1.0,1.0,13.012388813223989,0.20193165139057118,13.0,1
1.0,0.0,3.0,1.0,30.315159420784394,0.0020353721450047965,13.0,1
6.0,0.0,1.0,1.0,29.710527457915603,0.1826604695765676,18.0,1
5.0,0.0,1.0,1.0,15.504000057871147,0.2589288385132315,9.0,1
8.0,0.0,1.0,1.0,53.72534076392682,0.09246321096217659,14.0,1
5.0,0.0,1.0,1.0,7.124637284078146,0.12224187558241635,19.0,1
4.0,0.0,1.0,1.0,6.496932043315633,0.13635052763453648,7.0,1
10.0,0.0,2.0,1.0,20.028329677863383,0.005210512430193871,10.0,1
7.0,0.0,1.0,1.0,20.42006225240945,0.09655951164942163,9.0,1
4.0,0.0,4.0,1.0,1.9531569405149078,0.012203876214502836,10.0,1
8.0,1.0,2.0,1.0,19.7185307934414,0.07365866058251304,17.0,1
5.0,0.0,2.0,1.0,10.382037753906094,0.010583068276081315,15.0,1
5.0,0.0,1.0,1.0,28.522328673519127,0.18152752043542875,17.0,1
5.0,1.0,4.0,1.0,34.01620789236373,0.002004493038011827,18.0,1
2.0,0.0,1.0,1.0,17.0661090545501,0.22902028079869563,14.0,1
3.0,0.0,2.0,1.0,1.0341297344568694,0.043542285195416454,17.0,1
4.0,0.0,3.0,1.0,21.232137793092274,0.3049961445563186,10.0,1
9.0,0.0,2.0,1.0,28.636589245916436,0.004082153018352789,19.0,1
0.0,0.0,1.0,1.0,6.726546909684739,0.01217842432359673,14.0,1
5.0,0.0,2.0,1.0,13.496541415784439,0.38582089475832915,7.0,1
5.0,0.0,1.0,1.0,68.46772837934644,0.1095142240215287,18.0,1
5.0,0.0,1.0,1.0,8.079729889597651,0.23652348267757098,14.0,1
5.0,1.0,2.0,1.0,6.050243647113688,0.007474437422505897,16.0,1
4.0,0.0,1.0,1.0,5.736098651666489,0.059729346392184475,8.0,1
9.0,1.0,1.0,1.0,17.365177654122213,0.16825653592741183,12.0,1
6.0,0.0,1.0,1.0,60.8296667846758,0.006871619420621799,12.0,1
2.0,0.0,5.0,1.0,19.76511048853551,0.28321225718874216,9.0,1
6.0,1.0,1.0,1.0,8.228671257058068,0.06036524459638186,19.0,1
6.0,0.0,1.0,1.0,21.353725594290488,0.0068405291288366026,11.0,1
6.0,0.0,5.0,1.0,20.608176033490906,0.08792682735019901,8.0,1
5.0,0.0,1.0,1.0,19.172659337357434,0.0001460010229871639,17.0,1
2.0,0.0,1.0,1.0,4.473410666096048,0.16073882757404237,14.0,1
5.0,0.0,1.0,1.0,21.13343556082084,0.3005464652127385,14.0,1
3.0,0.0,1.0,1.0,12.248149459296188,0.124309878285122,19.0,1
3.0,0.0,2.0,1.0,1.3753412694605212,0.00803348981680362,11.0,1
3.0,1.0,1.0,1.0,16.520338721127118,0.023402785369478908,13.0,1
6.0,0.0,2.0,1.0,91.68816867225556,0.04468687097635492,14.0,1
6.0,0.0,2.0,1.0,9.607647337044368,0.19517947172549432,17.0,1
4.0,2.0,3.0,1.0,68.37027805554212,0.0018088499276924588,10.0,1
5.0,0.0,1.0,1.0,3.0230706965459895,0.04666007178942267,8.0,1
5.0,0.0,3.0,1.0,27.368984945855566,0.004263693356310542,11.0,1
7.0,0.0,1.0,1.0,3.4282170445635347,0.1689615483099533,13.0,1
5.0,0.0,4.0,1.0,7.392306382785163,0.17356423592697015,18.0,1
3.0,0.0,4.0,1.0,17.918548312547408,0.07481427485838747,10.0,1
4.0,0.0,2.0,1.0,18.968018950900607,0.2620218338759153,10.0,1
7.0,0.0,1.0,1.0,30.85189011596517,0.1964013078963223,10.0,1
5.0,0.0,2.0,1.0,20.10642243862736,0.1034394159510732,15.0,1
7.0,0.0,3.0,1.0,19.00907130822464,0.00885508668806851,15.0,1
8.0,0.0,3.0,1.0,49.68877775469392,0.24965799434354063,17.0,1
